Datum,Bezirk,Einwohner,Hundekotsackerlspender,Hunde,Hundeparks
01.04.2018,4. Wieden,33179,317,1197,1
01.04.2018,5. Margareten,54546,55,1938,1
01.04.2018,6. Mariahilf,31342,271,836,1
01.04.2018,7. Neubau,31621,243,398,1
01.04.2018,8. Josefstadt,25513,212,472,1
01.04.2018,9. Alsergrund,41316,262,720,1
01.04.2018,10. Favoriten,204279,981,9336,3
01.04.2018,11. Simmering,106889,745,2415,1
01.04.2018,12. Meidling,97600,646,2004,1
01.04.2018,13. Hietzing,56763,95,2712,1
01.04.2018,14. Penzing,94605,295,1311,1
01.04.2018,15. Rudolfsheim-Fuenfhaus,76707,245,3526,1
01.04.2018,16. Ottakring,104627,300,1304,1
01.04.2018,17. Hernals,57171,126,2711,1
01.04.2018,18. Waehring,52746,296,2323,1
01.04.2018,19. Doebling,72891,113,2122,1
01.04.2018,20. Brigittenau,87216,697,4046,1
01.04.2018,21. Floridsdorf,166709,1541,3389,1
01.04.2018,22. Donaustadt,191119,882,2493,1
01.05.2018,1. Innere Stadt,16465,97,380,1
01.05.2018,2. Leopoldstadt,103233,265,4800,1
01.05.2018,3. Landstraße,90277,645,4215,1
01.05.2018,4. Wieden,33179,302,848,1
01.05.2018,5. Margareten,54546,488,2716,1
01.05.2018,6. Mariahilf,31342,222,1363,1
01.05.2018,7. Neubau,31621,290,1435,1
01.05.2018,8. Josefstadt,25513,98,574,1
01.05.2018,9. Alsergrund,41316,350,428,1
01.05.2018,10. Favoriten,204279,1259,4916,2
01.05.2018,11. Simmering,106889,418,5111,1
01.05.2018,12. Meidling,97600,399,3107,1
01.05.2018,13. Hietzing,56763,492,1683,1
01.05.2018,14. Penzing,94605,476,3255,1
01.05.2018,15. Rudolfsheim-Fuenfhaus,76707,268,993,1
01.05.2018,16. Ottakring,104627,236,3166,1
01.05.2018,17. Hernals,57171,352,940,1
01.05.2018,18. Waehring,52746,405,788,1
01.05.2018,19. Doebling,72891,303,2634,1
01.05.2018,20. Brigittenau,87216,113,3532,1
01.05.2018,21. Floridsdorf,166709,361,7758,1
01.05.2018,22. Donaustadt,191119,1748,3803,3
01.06.2018,1. Innere Stadt,16465,19,753,1
01.06.2018,2. Leopoldstadt,103233,553,3770,2
01.06.2018,3. Landstraße,90277,328,1117,1
01.06.2018,4. Wieden,33179,87,1119,1
01.06.2018,5. Margareten,54546,530,1586,1
01.06.2018,6. Mariahilf,31342,262,860,1
01.06.2018,7. Neubau,31621,96,441,1
01.06.2018,8. Josefstadt,25513,234,854,1
01.06.2018,9. Alsergrund,41316,145,1490,1
01.06.2018,10. Favoriten,204279,1685,7012,1
01.06.2018,11. Simmering,106889,299,3422,2
01.06.2018,12. Meidling,97600,780,4090,1
01.06.2018,13. Hietzing,56763,468,2291,1
01.06.2018,14. Penzing,94605,186,4395,1
01.06.2018,15. Rudolfsheim-Fuenfhaus,76707,288,3166,1
01.06.2018,16. Ottakring,104627,848,1284,2
01.06.2018,17. Hernals,57171,273,2181,1
01.06.2018,18. Waehring,52746,381,1824,1
01.06.2018,19. Doebling,72891,311,2895,1
01.06.2018,20. Brigittenau,87216,450,3524,1
01.06.2018,21. Floridsdorf,166709,648,4364,3
01.06.2018,22. Donaustadt,191119,1128,5210,1
01.07.2018,1. Innere Stadt,16465,99,770,1
01.07.2018,2. Leopoldstadt,103233,952,1974,1
01.07.2018,3. Landstraße,90277,898,1001,1
01.07.2018,4. Wieden,33179,130,998,1
01.07.2018,5. Margareten,54546,106,1633,1
01.07.2018,6. Mariahilf,31342,93,1137,1
01.07.2018,7. Neubau,31621,155,479,1
01.07.2018,8. Josefstadt,25513,98,1061,1
01.07.2018,9. Alsergrund,41316,221,2010,1
01.07.2018,10. Favoriten,204279,1036,4349,1
01.07.2018,11. Simmering,106889,275,4208,2
01.07.2018,12. Meidling,97600,655,1851,1
01.07.2018,13. Hietzing,56763,386,1173,1
01.07.2018,14. Penzing,94605,923,3992,1
01.07.2018,15. Rudolfsheim-Fuenfhaus,76707,758,2704,1
01.07.2018,16. Ottakring,104627,426,3409,1
01.07.2018,17. Hernals,57171,278,2805,1
01.07.2018,18. Waehring,52746,199,1584,1
01.07.2018,19. Doebling,72891,521,1249,1
01.07.2018,20. Brigittenau,87216,844,1035,1
01.07.2018,21. Floridsdorf,166709,1157,3905,2
01.07.2018,22. Donaustadt,191119,762,5040,3
01.08.2018,1. Innere Stadt,16465,146,320,1
01.08.2018,2. Leopoldstadt,103233,785,4738,1
01.08.2018,3. Landstraße,90277,583,1454,1
01.08.2018,4. Wieden,33179,116,992,1
01.08.2018,5. Margareten,54546,538,789,1
01.08.2018,6. Mariahilf,31342,142,419,1
01.08.2018,7. Neubau,31621,112,386,1
01.08.2018,8. Josefstadt,25513,215,1038,1
01.08.2018,9. Alsergrund,41316,307,534,1
01.08.2018,10. Favoriten,204279,738,7437,3
01.08.2018,11. Simmering,106889,976,1347,2
01.08.2018,12. Meidling,97600,491,4514,1
01.08.2018,13. Hietzing,56763,66,1931,1
01.08.2018,14. Penzing,94605,200,3963,1
01.08.2018,15. Rudolfsheim-Fuenfhaus,76707,184,1971,1
01.08.2018,16. Ottakring,104627,838,4725,1
01.08.2018,17. Hernals,57171,472,2008,1
01.08.2018,18. Waehring,52746,119,1737,1
01.08.2018,19. Doebling,72891,594,851,1
01.08.2018,20. Brigittenau,87216,319,2851,1
01.08.2018,21. Floridsdorf,166709,335,3306,3
01.08.2018,22. Donaustadt,191119,1883,5527,1
01.09.2018,1. Innere Stadt,16465,97,347,1
01.09.2018,2. Leopoldstadt,103233,431,1856,1
01.09.2018,3. Landstraße,90277,287,3584,1
01.09.2018,4. Wieden,33179,287,1025,1
01.09.2018,5. Margareten,54546,157,1587,1
01.09.2018,6. Mariahilf,31342,298,771,1
01.09.2018,7. Neubau,31621,51,1174,1
01.09.2018,8. Josefstadt,25513,89,469,1
01.09.2018,9. Alsergrund,41316,55,636,1
01.09.2018,10. Favoriten,204279,1809,5564,1
01.09.2018,11. Simmering,106889,652,1438,2
01.09.2018,12. Meidling,97600,746,2501,1
01.09.2018,13. Hietzing,56763,332,1044,1
01.09.2018,14. Penzing,94605,945,1458,1
01.09.2018,15. Rudolfsheim-Fuenfhaus,76707,548,1952,1
01.09.2018,16. Ottakring,104627,875,3990,2
01.09.2018,17. Hernals,57171,149,2091,1
01.09.2018,18. Waehring,52746,430,2327,1
01.09.2018,19. Doebling,72891,396,3427,1
01.09.2018,20. Brigittenau,87216,448,2997,1
01.09.2018,21. Floridsdorf,166709,705,6390,3
01.09.2018,22. Donaustadt,191119,1776,6922,1
01.10.2018,1. Innere Stadt,16465,82,482,1
01.10.2018,2. Leopoldstadt,103233,617,1371,2
01.10.2018,3. Landstraße,90277,586,2090,1
01.10.2018,4. Wieden,33179,110,488,1
01.10.2018,5. Margareten,54546,216,2235,1
01.10.2018,6. Mariahilf,31342,223,1325,1
01.10.2018,7. Neubau,31621,243,603,1
01.10.2018,8. Josefstadt,25513,102,262,1
01.10.2018,9. Alsergrund,41316,147,1429,1
01.10.2018,10. Favoriten,204279,595,5352,4
01.10.2018,11. Simmering,106889,282,4127,2
01.10.2018,12. Meidling,97600,750,1014,1
01.10.2018,13. Hietzing,56763,554,1493,1
01.10.2018,14. Penzing,94605,401,1265,1
01.10.2018,15. Rudolfsheim-Fuenfhaus,76707,570,1312,1
01.10.2018,16. Ottakring,104627,344,2924,2
01.10.2018,17. Hernals,57171,255,1250,1
01.10.2018,18. Waehring,52746,108,974,1
01.10.2018,19. Doebling,72891,627,2121,1
01.10.2018,20. Brigittenau,87216,392,2724,1
01.10.2018,21. Floridsdorf,166709,1152,3575,3
01.10.2018,22. Donaustadt,191119,1803,6671,2
01.11.2018,1. Innere Stadt,16465,56,528,1
01.11.2018,2. Leopoldstadt,103233,732,3790,1
01.11.2018,3. Landstraße,90277,595,4356,1
01.11.2018,4. Wieden,33179,180,1504,1
01.11.2018,5. Margareten,54546,378,562,1
01.11.2018,6. Mariahilf,31342,219,445,1
01.11.2018,7. Neubau,31621,145,733,1
01.11.2018,8. Josefstadt,25513,126,375,1
01.11.2018,9. Alsergrund,41316,389,1024,1
01.11.2018,10. Favoriten,204279,1898,9079,3
01.11.2018,11. Simmering,106889,296,3626,1
01.11.2018,12. Meidling,97600,724,1321,1
01.11.2018,13. Hietzing,56763,333,2416,1
01.11.2018,14. Penzing,94605,278,4675,1
01.11.2018,15. Rudolfsheim-Fuenfhaus,76707,235,844,1
01.11.2018,16. Ottakring,104627,906,1873,2
01.11.2018,17. Hernals,57171,60,2798,1
01.11.2018,18. Waehring,52746,165,2284,1
01.11.2018,19. Doebling,72891,242,989,1
01.11.2018,20. Brigittenau,87216,759,1408,1
01.11.2018,21. Floridsdorf,166709,342,6360,3
01.11.2018,22. Donaustadt,191119,756,2614,3
01.12.2018,1. Innere Stadt,16465,132,368,1
01.12.2018,2. Leopoldstadt,103233,739,3663,2
01.12.2018,3. Landstraße,90277,475,1149,1
01.12.2018,4. Wieden,33179,247,1007,1
01.12.2018,5. Margareten,54546,236,1551,1
01.12.2018,6. Mariahilf,31342,262,371,1
01.12.2018,7. Neubau,31621,97,799,1
01.12.2018,8. Josefstadt,25513,159,827,1
01.12.2018,9. Alsergrund,41316,130,807,1
01.12.2018,10. Favoriten,204279,1157,4576,2
01.12.2018,11. Simmering,106889,965,4157,2
01.12.2018,12. Meidling,97600,836,1726,1
01.12.2018,13. Hietzing,56763,352,841,1
01.12.2018,14. Penzing,94605,360,3335,1
01.12.2018,15. Rudolfsheim-Fuenfhaus,76707,698,3686,1
01.12.2018,16. Ottakring,104627,767,3760,1
01.12.2018,17. Hernals,57171,254,936,1
01.12.2018,18. Waehring,52746,335,1926,1
01.12.2018,19. Doebling,72891,92,1173,1
01.12.2018,20. Brigittenau,87216,583,1830,1
01.12.2018,21. Floridsdorf,166709,282,3574,2
01.12.2018,22. Donaustadt,191119,777,4639,1
01.01.2019,1. Innere Stadt,16465,102,798,1
01.01.2019,2. Leopoldstadt,103233,898,1692,2
01.01.2019,3. Landstraße,90277,169,1990,1
01.01.2019,4. Wieden,33179,49,1021,1
01.01.2019,5. Margareten,54546,490,2630,1
01.01.2019,6. Mariahilf,31342,255,733,1
01.01.2019,7. Neubau,31621,165,793,1
01.01.2019,8. Josefstadt,25513,185,1150,1
01.01.2019,9. Alsergrund,41316,123,1379,1
01.01.2019,10. Favoriten,204279,1294,4064,3
01.01.2019,11. Simmering,106889,952,3119,1
01.01.2019,12. Meidling,97600,737,2236,1
01.01.2019,13. Hietzing,56763,383,1087,1
01.01.2019,14. Penzing,94605,336,3911,1
01.01.2019,15. Rudolfsheim-Fuenfhaus,76707,340,1218,1
01.01.2019,16. Ottakring,104627,366,4565,1
01.01.2019,17. Hernals,57171,80,1836,1
01.01.2019,18. Waehring,52746,314,706,1
01.01.2019,19. Doebling,72891,481,1419,1
01.01.2019,20. Brigittenau,87216,665,4025,1
01.01.2019,21. Floridsdorf,166709,331,3253,3
01.01.2019,22. Donaustadt,191119,1566,5235,2
01.02.2019,1. Innere Stadt,16465,44,766,1
01.02.2019,2. Leopoldstadt,103233,660,3344,2
01.02.2019,3. Landstraße,90277,825,3589,1
01.02.2019,4. Wieden,33179,257,905,1
01.02.2019,5. Margareten,54546,393,2199,1
01.02.2019,6. Mariahilf,31342,41,751,1
01.02.2019,7. Neubau,31621,249,1443,1
01.02.2019,8. Josefstadt,25513,189,616,1
01.02.2019,9. Alsergrund,41316,314,1142,1
01.02.2019,10. Favoriten,204279,864,4117,1
01.02.2019,11. Simmering,106889,554,1325,1
01.02.2019,12. Meidling,97600,905,2596,1
01.02.2019,13. Hietzing,56763,154,2830,1
01.02.2019,14. Penzing,94605,531,3108,1
01.02.2019,15. Rudolfsheim-Fuenfhaus,76707,766,3426,1
01.02.2019,16. Ottakring,104627,948,2652,1
01.02.2019,17. Hernals,57171,180,615,1
01.02.2019,18. Waehring,52746,517,761,1
01.02.2019,19. Doebling,72891,110,2773,1
01.02.2019,20. Brigittenau,87216,756,884,1
01.02.2019,21. Floridsdorf,166709,475,3534,3
01.02.2019,22. Donaustadt,191119,740,4695,2
01.03.2019,1. Innere Stadt,16465,32,462,1
01.03.2019,2. Leopoldstadt,103233,619,2090,1
01.03.2019,3. Landstraße,90277,820,4013,1
01.03.2019,4. Wieden,33179,181,1269,1
01.03.2019,5. Margareten,54546,329,1000,1
01.03.2019,6. Mariahilf,31342,262,1478,1
01.03.2019,7. Neubau,31621,231,1538,1
01.03.2019,8. Josefstadt,25513,195,1179,1
01.03.2019,9. Alsergrund,41316,147,458,1
01.03.2019,10. Favoriten,204279,1437,7641,1
01.03.2019,11. Simmering,106889,171,5142,2
01.03.2019,12. Meidling,97600,851,4366,1
01.03.2019,13. Hietzing,56763,63,947,1
01.03.2019,14. Penzing,94605,619,1175,1
01.03.2019,15. Rudolfsheim-Fuenfhaus,76707,140,3543,1
01.03.2019,16. Ottakring,104627,621,4646,2
01.03.2019,17. Hernals,57171,416,1432,1
01.03.2019,18. Waehring,52746,245,1729,1
01.03.2019,19. Doebling,72891,510,2945,1
01.03.2019,20. Brigittenau,87216,738,4104,1
01.03.2019,21. Floridsdorf,166709,1345,5002,3
01.03.2019,22. Donaustadt,191119,718,3595,2
01.04.2019,1. Innere Stadt,16465,140,575,1
01.04.2019,2. Leopoldstadt,103233,127,4100,2
01.04.2019,3. Landstraße,90277,748,2209,1
01.04.2019,4. Wieden,33179,44,665,1
01.04.2019,5. Margareten,54546,199,935,1
01.04.2019,6. Mariahilf,31342,129,511,1
01.04.2019,7. Neubau,31621,123,370,1
01.04.2019,8. Josefstadt,25513,52,957,1
01.04.2019,9. Alsergrund,41316,218,1856,1
01.04.2019,10. Favoriten,204279,1716,7836,4
01.04.2019,11. Simmering,106889,327,4301,1
01.04.2019,12. Meidling,97600,327,2961,1
01.04.2019,13. Hietzing,56763,154,1178,1
01.04.2019,14. Penzing,94605,579,1955,1
01.04.2019,15. Rudolfsheim-Fuenfhaus,76707,649,980,1
01.04.2019,16. Ottakring,104627,862,5070,1
01.04.2019,17. Hernals,57171,64,1183,1
01.04.2019,18. Waehring,52746,169,1246,1
01.04.2019,19. Doebling,72891,697,2092,1
01.04.2019,20. Brigittenau,87216,108,1712,1
01.04.2019,21. Floridsdorf,166709,1459,1832,2
01.04.2019,22. Donaustadt,191119,384,8952,2
01.05.2019,1. Innere Stadt,16465,84,200,1
01.05.2019,2. Leopoldstadt,103233,874,1271,1
01.05.2019,3. Landstraße,90277,849,4152,1
01.05.2019,4. Wieden,33179,282,1423,1
01.05.2019,5. Margareten,54546,124,963,1
01.05.2019,6. Mariahilf,31342,275,1434,1
01.05.2019,7. Neubau,31621,101,966,1
01.05.2019,8. Josefstadt,25513,149,645,1
01.05.2019,9. Alsergrund,41316,232,547,1
01.05.2019,10. Favoriten,204279,1622,5777,4
01.05.2019,11. Simmering,106889,548,1253,1
01.05.2019,12. Meidling,97600,866,2889,1
01.05.2019,13. Hietzing,56763,65,2597,1
01.05.2019,14. Penzing,94605,430,4283,1
01.05.2019,15. Rudolfsheim-Fuenfhaus,76707,492,2619,1
01.05.2019,16. Ottakring,104627,527,5164,1
01.05.2019,17. Hernals,57171,399,2073,1
01.05.2019,18. Waehring,52746,267,2439,1
01.05.2019,19. Doebling,72891,515,753,1
01.05.2019,20. Brigittenau,87216,675,1153,1
01.05.2019,21. Floridsdorf,166709,676,5764,3
01.05.2019,22. Donaustadt,191119,1558,4035,2
01.06.2019,1. Innere Stadt,16465,54,370,1
01.06.2019,2. Leopoldstadt,103233,932,5014,2
01.06.2019,3. Landstraße,90277,324,3794,1
01.06.2019,4. Wieden,33179,96,1245,1
01.06.2019,5. Margareten,54546,182,1384,1
01.06.2019,6. Mariahilf,31342,101,1124,1
01.06.2019,7. Neubau,31621,142,578,1
01.06.2019,8. Josefstadt,25513,93,389,1
01.06.2019,9. Alsergrund,41316,332,678,1
01.06.2019,10. Favoriten,204279,1744,4456,2
01.06.2019,11. Simmering,106889,804,1073,2
01.06.2019,12. Meidling,97600,362,1007,1
01.06.2019,13. Hietzing,56763,76,1459,1
01.06.2019,14. Penzing,94605,861,4504,1
01.06.2019,15. Rudolfsheim-Fuenfhaus,76707,365,1749,1
01.06.2019,16. Ottakring,104627,1016,1119,1
01.06.2019,17. Hernals,57171,383,1045,1
01.06.2019,18. Waehring,52746,357,1479,1
01.06.2019,19. Doebling,72891,544,1360,1
01.06.2019,20. Brigittenau,87216,839,1829,1
01.06.2019,21. Floridsdorf,166709,1449,2157,3
01.06.2019,22. Donaustadt,191119,1512,8269,3
01.07.2019,1. Innere Stadt,16465,65,595,1
01.07.2019,2. Leopoldstadt,103233,758,4709,2
01.07.2019,3. Landstraße,90277,655,2076,1
01.07.2019,4. Wieden,33179,119,741,1
01.07.2019,5. Margareten,54546,312,1674,1
01.07.2019,6. Mariahilf,31342,238,322,1
01.07.2019,7. Neubau,31621,125,1002,1
01.07.2019,8. Josefstadt,25513,174,933,1
01.07.2019,9. Alsergrund,41316,139,1608,1
01.07.2019,10. Favoriten,204279,1368,5191,3
01.07.2019,11. Simmering,106889,758,4070,1
01.07.2019,12. Meidling,97600,609,2304,1
01.07.2019,13. Hietzing,56763,535,1900,1
01.07.2019,14. Penzing,94605,537,3647,1
01.07.2019,15. Rudolfsheim-Fuenfhaus,76707,127,1670,1
01.07.2019,16. Ottakring,104627,837,4568,1
01.07.2019,17. Hernals,57171,488,1340,1
01.07.2019,18. Waehring,52746,117,2565,1
01.07.2019,19. Doebling,72891,576,1298,1
01.07.2019,20. Brigittenau,87216,619,3122,1
01.07.2019,21. Floridsdorf,166709,1288,2322,3
01.07.2019,22. Donaustadt,191119,881,6350,3
01.08.2019,1. Innere Stadt,16465,109,275,1
01.08.2019,2. Leopoldstadt,103233,944,1117,2
01.08.2019,3. Landstraße,90277,582,1004,1
01.08.2019,4. Wieden,33179,277,1520,1
01.08.2019,5. Margareten,54546,234,789,1
01.08.2019,6. Mariahilf,31342,65,1104,1
01.08.2019,7. Neubau,31621,40,1567,1
01.08.2019,8. Josefstadt,25513,140,733,1
01.08.2019,9. Alsergrund,41316,355,650,1
01.08.2019,10. Favoriten,204279,1585,3222,1
01.08.2019,11. Simmering,106889,373,1483,1
01.08.2019,12. Meidling,97600,375,1433,1
01.08.2019,13. Hietzing,56763,443,1216,1
01.08.2019,14. Penzing,94605,294,2770,1
01.08.2019,15. Rudolfsheim-Fuenfhaus,76707,164,2216,1
01.08.2019,16. Ottakring,104627,798,4157,2
01.08.2019,17. Hernals,57171,467,1882,1
01.08.2019,18. Waehring,52746,123,1148,1
01.08.2019,19. Doebling,72891,287,3621,1
01.08.2019,20. Brigittenau,87216,368,1421,1
01.08.2019,21. Floridsdorf,166709,171,5693,2
01.08.2019,22. Donaustadt,191119,201,3919,2
01.09.2019,1. Innere Stadt,16465,144,244,1
01.09.2019,2. Leopoldstadt,103233,479,2849,1
01.09.2019,3. Landstraße,90277,157,3821,1
01.09.2019,4. Wieden,33179,33,374,1
01.09.2019,5. Margareten,54546,284,723,1
01.09.2019,6. Mariahilf,31342,272,579,1
01.09.2019,7. Neubau,31621,282,732,1
01.09.2019,8. Josefstadt,25513,80,518,1
01.09.2019,9. Alsergrund,41316,360,1052,1
01.09.2019,10. Favoriten,204279,1763,4535,2
01.09.2019,11. Simmering,106889,732,2091,2
01.09.2019,12. Meidling,97600,671,1466,1
01.09.2019,13. Hietzing,56763,413,572,1
01.09.2019,14. Penzing,94605,838,2782,1
01.09.2019,15. Rudolfsheim-Fuenfhaus,76707,532,3229,1
01.09.2019,16. Ottakring,104627,635,5146,2
01.09.2019,17. Hernals,57171,281,738,1
01.09.2019,18. Waehring,52746,324,2227,1
01.09.2019,19. Doebling,72891,657,1356,1
01.09.2019,20. Brigittenau,87216,183,2479,1
01.09.2019,21. Floridsdorf,166709,1059,5209,1
01.09.2019,22. Donaustadt,191119,873,3954,2
01.10.2019,1. Innere Stadt,16465,87,713,1
01.10.2019,2. Leopoldstadt,103233,333,3569,2
01.10.2019,3. Landstraße,90277,314,1056,1
01.10.2019,4. Wieden,33179,152,1451,1
01.10.2019,5. Margareten,54546,187,1869,1
01.10.2019,6. Mariahilf,31342,215,493,1
01.10.2019,7. Neubau,31621,194,843,1
01.10.2019,8. Josefstadt,25513,65,300,1
01.10.2019,9. Alsergrund,41316,56,1851,1
01.10.2019,10. Favoriten,204279,874,5810,4
01.10.2019,11. Simmering,106889,1029,2432,1
01.10.2019,12. Meidling,97600,823,4871,1
01.10.2019,13. Hietzing,56763,451,1949,1
01.10.2019,14. Penzing,94605,934,1400,1
01.10.2019,15. Rudolfsheim-Fuenfhaus,76707,336,2458,1
01.10.2019,16. Ottakring,104627,760,3193,2
01.10.2019,17. Hernals,57171,543,886,1
01.10.2019,18. Waehring,52746,229,2348,1
01.10.2019,19. Doebling,72891,725,2832,1
01.10.2019,20. Brigittenau,87216,472,889,1
01.10.2019,21. Floridsdorf,166709,1446,2489,2
01.10.2019,22. Donaustadt,191119,812,5341,1
01.11.2019,1. Innere Stadt,16465,117,654,1
01.11.2019,2. Leopoldstadt,103233,862,3526,1
01.11.2019,3. Landstraße,90277,588,2167,1
01.11.2019,4. Wieden,33179,152,1497,1
01.11.2019,5. Margareten,54546,64,581,1
01.11.2019,6. Mariahilf,31342,184,1127,1
01.11.2019,7. Neubau,31621,240,376,1
01.11.2019,8. Josefstadt,25513,106,1118,1
01.11.2019,9. Alsergrund,41316,154,1552,1
01.11.2019,10. Favoriten,204279,411,4666,4
01.11.2019,11. Simmering,106889,699,5322,2
01.11.2019,12. Meidling,97600,966,2092,1
01.11.2019,13. Hietzing,56763,232,1749,1
01.11.2019,14. Penzing,94605,166,1325,1
01.11.2019,15. Rudolfsheim-Fuenfhaus,76707,310,3557,1
01.11.2019,16. Ottakring,104627,339,4627,2
01.11.2019,17. Hernals,57171,351,1042,1
01.11.2019,18. Waehring,52746,97,1589,1
01.11.2019,19. Doebling,72891,592,2555,1
01.11.2019,20. Brigittenau,87216,319,3003,1
01.11.2019,21. Floridsdorf,166709,706,7627,2
01.11.2019,22. Donaustadt,191119,606,2239,1
01.12.2019,1. Innere Stadt,16465,132,574,1
01.12.2019,2. Leopoldstadt,103233,749,3606,1
01.12.2019,3. Landstraße,90277,296,4058,1
01.12.2019,4. Wieden,33179,142,584,1
01.12.2019,5. Margareten,54546,376,1041,1
01.12.2019,6. Mariahilf,31342,235,717,1
01.12.2019,7. Neubau,31621,200,670,1
01.12.2019,8. Josefstadt,25513,132,696,1
01.12.2019,9. Alsergrund,41316,409,1558,1
01.12.2019,10. Favoriten,204279,1961,6133,3
01.12.2019,11. Simmering,106889,601,2332,2
01.12.2019,12. Meidling,97600,221,3613,1
01.12.2019,13. Hietzing,56763,241,1976,1
01.12.2019,14. Penzing,94605,829,4665,1
01.12.2019,15. Rudolfsheim-Fuenfhaus,76707,150,842,1
01.12.2019,16. Ottakring,104627,382,4384,2
01.12.2019,17. Hernals,57171,467,1398,1
01.12.2019,18. Waehring,52746,266,1549,1
01.12.2019,19. Doebling,72891,608,1615,1
01.12.2019,20. Brigittenau,87216,226,989,1
01.12.2019,21. Floridsdorf,166709,827,2600,3
01.12.2019,22. Donaustadt,191119,979,6495,1
01.01.2020,1. Innere Stadt,16465,86,813,1
01.01.2020,2. Leopoldstadt,103233,991,5033,2
01.01.2020,3. Landstraße,90277,136,2747,1
01.01.2020,4. Wieden,33179,210,713,1
01.01.2020,5. Margareten,54546,384,2218,1
01.01.2020,6. Mariahilf,31342,93,729,1
01.01.2020,7. Neubau,31621,97,332,1
01.01.2020,8. Josefstadt,25513,99,1119,1
01.01.2020,9. Alsergrund,41316,113,462,1
01.01.2020,10. Favoriten,204279,1911,7622,1
01.01.2020,11. Simmering,106889,237,4449,2
01.01.2020,12. Meidling,97600,187,2696,1
01.01.2020,13. Hietzing,56763,99,2415,1
01.01.2020,14. Penzing,94605,758,2297,1
01.01.2020,15. Rudolfsheim-Fuenfhaus,76707,502,2828,1
01.01.2020,16. Ottakring,104627,574,1941,1
01.01.2020,17. Hernals,57171,131,922,1
01.01.2020,18. Waehring,52746,300,1554,1
01.01.2020,19. Doebling,72891,458,1927,1
01.01.2020,20. Brigittenau,87216,818,1961,1
01.01.2020,21. Floridsdorf,166709,496,7765,2
01.01.2020,22. Donaustadt,191119,991,4841,3
01.02.2020,1. Innere Stadt,16465,63,677,1
01.02.2020,2. Leopoldstadt,103233,271,2903,2
01.02.2020,3. Landstraße,90277,530,3911,1
01.02.2020,4. Wieden,33179,167,1637,1
01.02.2020,5. Margareten,54546,444,2001,1
01.02.2020,6. Mariahilf,31342,76,936,1
01.02.2020,7. Neubau,31621,69,1471,1
01.02.2020,8. Josefstadt,25513,204,432,1
01.02.2020,9. Alsergrund,41316,333,795,1
01.02.2020,10. Favoriten,204279,611,4616,3
01.02.2020,11. Simmering,106889,790,3237,2
01.02.2020,12. Meidling,97600,414,1508,1
01.02.2020,13. Hietzing,56763,271,2483,1
01.02.2020,14. Penzing,94605,424,1730,1
01.02.2020,15. Rudolfsheim-Fuenfhaus,76707,335,3766,1
01.02.2020,16. Ottakring,104627,783,3454,1
01.02.2020,17. Hernals,57171,277,1505,1
01.02.2020,18. Waehring,52746,134,2059,1
01.02.2020,19. Doebling,72891,277,1285,1
01.02.2020,20. Brigittenau,87216,777,4274,1
01.02.2020,21. Floridsdorf,166709,1200,2003,3
01.02.2020,22. Donaustadt,191119,433,2248,3
01.03.2020,1. Innere Stadt,16465,47,499,1
01.03.2020,2. Leopoldstadt,103233,577,2958,1
01.03.2020,3. Landstraße,90277,220,3453,1
01.03.2020,4. Wieden,33179,256,580,1
01.03.2020,5. Margareten,54546,59,2202,1
01.03.2020,6. Mariahilf,31342,56,530,1
01.03.2020,7. Neubau,31621,223,689,1
01.03.2020,8. Josefstadt,25513,175,259,1
01.03.2020,9. Alsergrund,41316,250,650,1
01.03.2020,10. Favoriten,204279,1657,2434,1
01.03.2020,11. Simmering,106889,1058,2859,1
01.03.2020,12. Meidling,97600,760,1910,1
01.03.2020,13. Hietzing,56763,292,2436,1
01.03.2020,14. Penzing,94605,602,3129,1
01.03.2020,15. Rudolfsheim-Fuenfhaus,76707,591,1795,1
01.03.2020,16. Ottakring,104627,507,3215,2
01.03.2020,17. Hernals,57171,153,2728,1
01.03.2020,18. Waehring,52746,322,1846,1
01.03.2020,19. Doebling,72891,263,1078,1
01.03.2020,20. Brigittenau,87216,577,3284,1
01.03.2020,21. Floridsdorf,166709,813,2000,3
01.03.2020,22. Donaustadt,191119,1732,8149,1
01.04.2020,1. Innere Stadt,16465,30,528,1
01.04.2020,2. Leopoldstadt,103233,990,2387,2
01.04.2020,3. Landstraße,90277,416,3895,1
01.04.2020,4. Wieden,33179,241,607,1
01.04.2020,5. Margareten,54546,440,1854,1
01.04.2020,6. Mariahilf,31342,310,859,1
01.04.2020,7. Neubau,31621,88,780,1
01.04.2020,8. Josefstadt,25513,114,538,1
01.04.2020,9. Alsergrund,41316,70,1731,1
01.04.2020,10. Favoriten,204279,1999,9415,3
01.04.2020,11. Simmering,106889,328,2713,2
01.04.2020,12. Meidling,97600,340,1481,1
01.04.2020,13. Hietzing,56763,283,2064,1
01.04.2020,14. Penzing,94605,352,3615,1
01.04.2020,15. Rudolfsheim-Fuenfhaus,76707,525,2743,1
01.04.2020,16. Ottakring,104627,316,3985,2
01.04.2020,17. Hernals,57171,241,1948,1
01.04.2020,18. Waehring,52746,464,2381,1
01.04.2020,19. Doebling,72891,227,782,1
01.04.2020,20. Brigittenau,87216,855,2825,1
01.04.2020,21. Floridsdorf,166709,1513,5411,1
01.04.2020,22. Donaustadt,191119,454,2611,1
